Epoch,Training Set Accuracy, Generalization Set Accuracy,Training Set MSE, Generalization Set MSE
5955,91.325,89.925,0.00535915,0.0210966
5960,91.4083,89.775,0.00535994,0.020964
5965,91.3167,89.9,0.00539528,0.020894
5970,91.3333,89.825,0.00543591,0.0209529
5975,91.5167,90,0.00552293,0.0208371
5980,91.2917,89.825,0.00543,0.0209287
5985,91.3833,89.9,0.00531297,0.0209728
5990,91.5667,89.825,0.00536629,0.0208518
5995,91.325,89.8,0.00531274,0.0209146
6000,91.3667,90.05,0.00539064,0.0209872
6005,91.4167,90.1,0.00540683,0.0208489
6010,91.375,90.125,0.00527931,0.0211944
6015,91.3917,89.975,0.00529665,0.0209685
6020,91.4917,90.175,0.00568964,0.0210971
6025,91.4333,90.05,0.00536234,0.020967
6030,91.525,89.95,0.00531092,0.020946
6035,91.5,89.95,0.00531539,0.0210234
6040,91.425,90.125,0.00534569,0.0210109
6045,91.3917,89.975,0.00529745,0.0209591
6050,91.375,90.075,0.00531878,0.0209054
6055,91.4083,90.075,0.00527983,0.0210506
6060,91.3667,90,0.00525493,0.0210586
6065,91.4,90.075,0.00551491,0.020839
6070,91.5,89.975,0.005411,0.0210194
6075,91.35,90.075,0.00525333,0.0210422
6080,91.4667,90.1,0.00523997,0.0210257
6085,91.4083,90.075,0.00524167,0.0210366
6090,91.6167,90.075,0.00593309,0.0207137
6095,91.475,90.2,0.00532065,0.0209245
6100,91.4583,90,0.00526673,0.0208207
6105,91.4417,90.15,0.00525346,0.0209243
6110,91.3833,90.275,0.00524992,0.0209474
6115,91.4667,90.075,0.00523676,0.0209458
6120,91.4333,90.175,0.00522069,0.0210443
6125,91.35,90.15,0.0052232,0.0209819
6130,91.3333,90.175,0.00521482,0.0209639
6135,91.3917,90.1,0.005214,0.0209612
6140,91.4333,90.075,0.00521365,0.0209301
6145,91.4083,90.1,0.00520964,0.0209195
6150,91.4,90.125,0.00520585,0.0209091
6155,91.4,90.125,0.00520227,0.0209014
6160,91.375,90.125,0.00519928,0.0208964
6165,91.375,90.1,0.00519693,0.0208934
6170,91.4083,90.125,0.00519489,0.0208924
6175,91.3917,90.05,0.00519305,0.0208924
6180,91.3583,90.025,0.00519133,0.0208925
6185,91.375,90.025,0.00518966,0.0208926
6190,91.3833,90.05,0.00518804,0.020893
6195,91.3833,90.025,0.00518642,0.020894
6200,91.4,90.05,0.00518476,0.0208958
6205,91.3917,90.025,0.00518305,0.0208984
6210,91.3917,89.95,0.00518129,0.0209018
6215,91.4,89.95,0.00517951,0.0209061
6220,91.375,89.95,0.00517775,0.0209111
6225,91.3833,89.925,0.00517601,0.0209167
6230,91.4167,89.925,0.00517432,0.0209228
6235,91.4083,89.925,0.00517266,0.0209294
6240,91.4167,89.95,0.00517104,0.0209363
6245,91.4167,89.95,0.00516947,0.0209436
6250,91.3917,90,0.00516793,0.0209512
6255,91.3917,90,0.00516642,0.0209591
6260,91.35,89.975,0.00516493,0.0209674
6265,91.35,89.975,0.00516345,0.0209761
6270,91.35,89.975,0.00516197,0.0209852
6275,91.35,89.975,0.00516051,0.0209947
6280,91.325,89.975,0.00515904,0.0210046
6285,91.3417,89.975,0.00515758,0.0210149
6290,91.3333,89.95,0.00515612,0.0210256
6295,91.35,89.95,0.00515467,0.0210366
6300,91.3417,89.95,0.00515322,0.0210479
6305,91.3417,89.95,0.00515178,0.0210594
6310,91.3583,89.95,0.00515036,0.0210712
6315,91.3667,89.95,0.00514896,0.0210832
6320,91.3667,89.95,0.00514759,0.0210953
6325,91.3583,89.95,0.00514628,0.0211074
6330,91.3583,89.975,0.00514504,0.0211195
6335,91.3417,89.975,0.00514391,0.0211315
6340,91.3417,90,0.00514297,0.0211433
6345,91.3333,90,0.00514234,0.0211543
6350,91.3167,89.975,0.00514223,0.0211639
6355,91.3167,89.975,0.00514291,0.0211705
6360,91.325,90.025,0.0051445,0.0211729
6365,91.3083,90,0.00514652,0.0211732
6370,91.3333,90.025,0.00514645,0.0211792
6375,91.35,90.05,0.00514293,0.0211992
6380,91.35,90.05,0.00514062,0.0212312
6385,91.4,90.075,0.00513982,0.02127
6390,91.35,90.075,0.00513752,0.0212945
6395,91.35,90.025,0.00513413,0.0212925
6400,91.4,90.05,0.00513504,0.0213208
6405,91.4,90.05,0.00513253,0.0212948
6410,91.3833,90.05,0.00513013,0.0213246
6415,91.3833,90.025,0.00512815,0.0213114
6420,91.4,90.05,0.00512572,0.021339
6425,91.3583,90.025,0.00512267,0.0213289
6430,91.4,89.975,0.00512081,0.0213533
6435,91.3833,90,0.00511784,0.0213579
6440,91.4,90,0.00511663,0.0213744
6445,91.425,90,0.00511483,0.0213863
6450,91.4,90,0.00511351,0.0214004
6455,91.425,90,0.00511197,0.0214143
6460,91.4167,90,0.00511039,0.0214279
6465,91.3917,90,0.00510878,0.021441
6470,91.3917,90,0.00510718,0.0214538
6475,91.3833,89.975,0.00510561,0.0214664
6480,91.3917,89.975,0.00510406,0.0214789
6485,91.4083,90,0.00510255,0.0214912
6490,91.4083,90,0.00510109,0.0215034
6495,91.4167,89.975,0.00509967,0.0215156
6500,91.425,89.95,0.00509829,0.0215277
6505,91.4333,89.95,0.00509696,0.0215397
6510,91.4333,89.95,0.00509565,0.0215517
6515,91.425,89.925,0.00509437,0.0215637
6520,91.4417,89.925,0.00509311,0.0215756
6525,91.4417,89.925,0.00509188,0.0215875
6530,91.45,89.925,0.00509066,0.0215993
6535,91.4417,89.925,0.00508944,0.021611
6540,91.4167,89.95,0.00508823,0.0216226
6545,91.4083,89.95,0.005087,0.0216339
6550,91.4167,89.95,0.00508574,0.0216449
6555,91.4167,89.875,0.00508445,0.0216554
6560,91.4083,89.85,0.0050831,0.0216653
6565,91.425,89.825,0.00508168,0.0216745
6570,91.425,89.8,0.00508021,0.021683
6575,91.4167,89.8,0.00507871,0.0216905
6580,91.4333,89.8,0.00507666,0.021698
6585,91.3917,89.75,0.00507555,0.021704
6590,91.3833,89.725,0.00507415,0.021709
6595,91.375,89.75,0.00507109,0.0217158
6600,91.3583,89.75,0.00506998,0.0217206
6605,91.3583,89.675,0.00506815,0.0217259
6610,91.3417,89.7,0.00506632,0.0217312
6615,91.35,89.675,0.00506449,0.0217366
6620,91.3667,89.675,0.00506266,0.0217423
6625,91.35,89.675,0.00506083,0.0217481
6630,91.375,89.675,0.00505899,0.0217543
6635,91.3833,89.675,0.00505714,0.0217608
6640,91.4,89.675,0.0050553,0.0217677
6645,91.4083,89.675,0.00505345,0.021775
6650,91.4333,89.675,0.0050516,0.0217826
6655,91.4333,89.675,0.00504975,0.0217905
6660,91.4167,89.675,0.00504789,0.0217988
6665,91.425,89.65,0.00504604,0.0218074
6670,91.4167,89.65,0.00504419,0.0218163
6675,91.425,89.65,0.00504234,0.0218254
6680,91.425,89.65,0.0050405,0.0218347
6685,91.4417,89.65,0.00503866,0.0218442
6690,91.4417,89.625,0.00503683,0.0218539
6695,91.4667,89.625,0.00503502,0.0218637
6700,91.425,89.625,0.00503322,0.0218737
6705,91.4417,89.575,0.00503144,0.0218837
6710,91.425,89.6,0.00502968,0.0218939
6715,91.425,89.625,0.00502795,0.0219042
6720,91.4167,89.625,0.00502624,0.0219146
6725,91.4083,89.675,0.00502456,0.0219252
6730,91.4083,89.675,0.0050229,0.0219358
6735,91.4167,89.65,0.00502128,0.0219465
6740,91.4083,89.625,0.00501968,0.0219574
6745,91.4,89.675,0.00501811,0.0219684
6750,91.3917,89.675,0.00501656,0.0219795
6755,91.4,89.675,0.00501504,0.0219907
6760,91.4167,89.675,0.00501354,0.0220019
6765,91.4333,89.675,0.00501206,0.0220133
6770,91.4417,89.675,0.00501059,0.0220248
6775,91.4417,89.675,0.00500915,0.0220363
6780,91.4667,89.675,0.00500772,0.0220479
6785,91.45,89.675,0.0050063,0.0220595
6790,91.4667,89.7,0.0050049,0.0220712
6795,91.4833,89.7,0.00500351,0.0220829
6800,91.475,89.7,0.00500213,0.0220947
6805,91.4833,89.725,0.00500076,0.0221065
6810,91.4833,89.75,0.0049994,0.0221184
6815,91.45,89.75,0.00499805,0.0221303
6820,91.4333,89.775,0.00499671,0.0221423
6825,91.4417,89.775,0.00499538,0.0221543
6830,91.4333,89.775,0.00499405,0.0221664
6835,91.425,89.75,0.00499273,0.0221786
6840,91.4167,89.8,0.00499142,0.0221908
6845,91.3917,89.825,0.00499012,0.0222032
6850,91.4,89.825,0.00498883,0.0222157
6855,91.4083,89.825,0.00498755,0.0222283
6860,91.4083,89.8,0.00498628,0.0222411
6865,91.3917,89.825,0.00498502,0.0222542
6870,91.3917,89.825,0.00498377,0.0222674
6875,91.4,89.825,0.00498254,0.0222809
6880,91.3917,89.85,0.00498133,0.0222948
6885,91.4,89.85,0.00498013,0.0223089
6890,91.4,89.85,0.00497896,0.0223235
6895,91.3833,89.85,0.00497782,0.0223384
6900,91.375,89.825,0.0049767,0.0223537
6905,91.4,89.85,0.0049756,0.0223694
6910,91.375,89.85,0.00497449,0.0223854
6915,91.375,89.825,0.00497335,0.0224018
6920,91.3667,89.825,0.0049721,0.0224186
6925,91.3583,89.825,0.00497067,0.0224356
6930,91.3667,89.8,0.00496899,0.0224526
6935,91.375,89.825,0.00496699,0.0224692
6940,91.3833,89.825,0.00496464,0.0224849
6945,91.4,89.825,0.004962,0.0224987
6950,91.4083,89.825,0.00495922,0.0225099
6955,91.4333,89.825,0.00495674,0.0225192
6960,91.425,89.8,0.00495452,0.0225311
6965,91.4167,89.875,0.004952,0.0225436
6970,91.4,89.925,0.00494968,0.0225553
6975,91.4,89.925,0.00494748,0.022567
6980,91.4,89.9,0.00494532,0.0225787
6985,91.4,89.925,0.00494322,0.0225904
6990,91.4167,89.975,0.00494122,0.0226022
6995,91.4083,89.975,0.00493931,0.022614
7000,91.425,89.975,0.0049375,0.0226257
7005,91.425,89.975,0.00493577,0.0226373
7010,91.4083,89.975,0.00493411,0.0226486
7015,91.4083,89.95,0.00493251,0.0226597
7020,91.4083,89.975,0.00493094,0.0226704
7025,91.4,89.975,0.0049294,0.0226807
7030,91.3917,89.975,0.00492788,0.0226905
7035,91.4,89.975,0.00492638,0.0226999
7040,91.4,89.975,0.00492491,0.0227089
7045,91.4,89.975,0.00492345,0.0227176
7050,91.3833,89.975,0.00492203,0.0227261
7055,91.4167,89.975,0.00492064,0.0227344
7060,91.4417,89.95,0.00491926,0.0227426
7065,91.45,89.95,0.00491791,0.0227507
7070,91.4833,89.95,0.00491658,0.0227586
7075,91.4833,89.95,0.00491526,0.0227665
7080,91.4667,89.95,0.00491395,0.0227742
7085,91.4833,89.95,0.00491265,0.0227818
7090,91.475,89.95,0.00491136,0.0227893
7095,91.5,89.925,0.00491008,0.0227967
7100,91.5,89.9,0.00490881,0.022804
7105,91.4917,89.9,0.00490755,0.0228113
7110,91.5,89.925,0.00490629,0.0228184
7115,91.4917,89.925,0.00490505,0.0228254
7120,91.5,89.925,0.00490381,0.0228324
7125,91.5,89.925,0.00490258,0.0228393
7130,91.4833,89.925,0.00490135,0.0228461
7135,91.4833,89.975,0.00490014,0.0228528
7140,91.4833,89.975,0.00489893,0.0228595
7145,91.475,90,0.00489772,0.0228661
7150,91.475,90,0.00489652,0.0228727
7155,91.4917,90,0.00489533,0.0228792
7160,91.5,90,0.00489414,0.0228857
7165,91.5083,90,0.00489295,0.022892
7170,91.5167,90,0.00489177,0.0228984
7175,91.5167,90,0.00489059,0.0229047
7180,91.5167,90,0.00488942,0.0229109
7185,91.5,90,0.00488825,0.0229171
7190,91.5,90,0.00488708,0.0229233
7195,91.4917,90,0.00488591,0.0229294
7200,91.5,89.975,0.00488475,0.0229355
7205,91.5,89.975,0.00488359,0.0229416
7210,91.5083,89.975,0.00488244,0.0229476
7215,91.525,89.975,0.00488128,0.0229536
7220,91.5333,89.95,0.00488013,0.0229595
7225,91.525,89.975,0.00487899,0.0229655
7230,91.5333,89.975,0.00487784,0.0229714
7235,91.5333,89.975,0.0048767,0.0229772
7240,91.525,89.975,0.00487555,0.0229831
7245,91.525,89.95,0.00487442,0.0229889
7250,91.5333,89.95,0.00487328,0.0229947
7255,91.5333,89.95,0.00487214,0.0230004
7260,91.5333,89.975,0.00487101,0.0230062
7265,91.5333,89.975,0.00486988,0.0230118
7270,91.5167,89.975,0.00486876,0.0230175
7275,91.5167,89.975,0.00486763,0.0230231
7280,91.525,89.975,0.00486651,0.0230287
7285,91.525,89.975,0.00486539,0.0230342
7290,91.5333,90.025,0.00486428,0.0230397
7295,91.5333,90.025,0.00486317,0.0230451
7300,91.5417,90.025,0.00486206,0.0230505
7305,91.55,90.025,0.00486095,0.0230558
7310,91.55,90,0.00485985,0.023061
7315,91.5583,89.975,0.00485875,0.0230662
7320,91.5583,89.975,0.00485766,0.0230713
7325,91.575,89.975,0.00485657,0.0230764
7330,91.5667,89.975,0.00485549,0.0230814
7335,91.5667,89.975,0.00485441,0.0230863
7340,91.55,89.95,0.00485332,0.0230912
7345,91.55,89.95,0.0048523,0.0230959
7350,91.55,89.95,0.00485125,0.0231006
7355,91.55,89.95,0.00484985,0.0231056
7360,91.5583,89.95,0.00484932,0.0231093
7365,91.5417,89.975,0.00485003,0.0231121
7370,91.55,90,0.00484408,0.0231226
7375,91.625,89.975,0.00530001,0.0229846
7380,91.7417,89.95,0.00622399,0.0226704
7385,91.9667,89.975,0.00539602,0.0229907
7390,91.9667,90.1,0.00555501,0.0232137
7395,91.8417,89.975,0.00549168,0.0228608
7400,92.05,90.15,0.00536534,0.0227161
7405,91.8917,89.9,0.00630495,0.0228566
7410,92.125,90.15,0.00545913,0.0226175
7415,91.8833,90.1,0.00550431,0.0228058
7420,92.075,90.125,0.00540452,0.0227208
7425,91.9583,90.125,0.00544544,0.0226627
7430,91.9833,90.15,0.00538792,0.0225678
7435,91.95,89.975,0.00510156,0.0225942
7440,91.9833,90.2,0.00529601,0.0227569
7445,91.8833,90.1,0.00507628,0.0227562
7450,91.9833,90.1,0.00508146,0.0230557
7455,91.875,89.725,0.0054767,0.0230354
7460,91.9417,90.15,0.00513915,0.0228109
7465,91.9333,90,0.00567229,0.0230672
7470,91.975,89.95,0.00524429,0.0230735
7475,92.0167,90.025,0.00550379,0.0229413
7480,92.0417,90.175,0.00497394,0.0227985
7485,91.85,90.075,0.00547986,0.0230132
7490,91.9667,89.975,0.00505741,0.0229217
7495,92.025,90.125,0.00500078,0.0229271
7500,91.7833,90.175,0.00528187,0.0228334
7505,91.9417,90.225,0.00589575,0.0230053
7510,91.9667,90.025,0.00553667,0.0227841
7515,91.9167,90.1,0.00509546,0.0227718
7520,92.025,90.05,0.00504676,0.0228745
7525,92.0333,90.025,0.00515114,0.0230042
7530,92.0417,89.975,0.00502085,0.0228483
7535,91.9,90.2,0.00496606,0.0228666
7540,92.05,90.15,0.00502437,0.0229067
7545,91.9583,89.975,0.00509645,0.0231685
7550,92.075,90.05,0.00555213,0.0230606
7555,92.025,90.05,0.00501234,0.0229431
7560,91.95,90.075,0.004993,0.0229066
7565,91.9417,89.95,0.00535406,0.0229043
7570,91.75,90.1,0.00500245,0.0230028
7575,91.9167,90.175,0.00498631,0.0229257
7580,91.8833,90.1,0.00520959,0.0230798
7585,91.9583,90.15,0.00492154,0.0230824
7590,91.925,89.9,0.0053231,0.023122
7595,92.05,90.1,0.00510161,0.0229653
7600,91.975,90,0.0049208,0.0230629
7605,91.925,90.075,0.00488268,0.0230981
7610,91.9333,89.975,0.00488188,0.0231044
7615,92.1833,90.025,0.00535911,0.0228514
7620,91.9833,90.15,0.00491973,0.0231064
7625,92,90,0.00494673,0.0232265
7630,92.075,90.1,0.00508856,0.0231938
7635,91.9833,90.125,0.00495287,0.0230593
7640,92.0167,90.125,0.00496631,0.0231673
7645,91.975,90.075,0.00497067,0.0229445
7650,92.0167,90.125,0.0058738,0.0229884
7655,91.9667,90.25,0.00575089,0.02287
7660,91.9167,89.925,0.00530167,0.0232374
7665,91.9417,89.85,0.00543044,0.0232352
7670,92.15,90.125,0.00509232,0.0228844
7675,92.0417,90.05,0.0050334,0.0228375
7680,92.1667,89.925,0.00524987,0.0229455
7685,91.9833,90,0.0049839,0.0229941
7690,91.925,89.9,0.00535748,0.0232314
7695,91.9833,90.075,0.00494684,0.0230481
7700,91.9583,90.05,0.0049525,0.0231298
7705,91.8917,90.05,0.00488192,0.0231564
7710,91.9167,90.125,0.00489419,0.023188
7715,91.95,89.975,0.00495012,0.0232019
7720,92.05,89.95,0.00543758,0.0229743
7725,91.9833,90.025,0.00491133,0.0232267
7730,91.9083,90.05,0.0052753,0.0232496
7735,92.0417,90.025,0.004934,0.0232396
7740,91.975,90.175,0.00502981,0.0232052
7745,92.0667,90.125,0.00498305,0.0231535
7750,92.075,90.075,0.00548498,0.0235206
7755,92.1083,90,0.00491602,0.0231091
7760,91.9583,90,0.00490202,0.0231814
7765,91.9333,90.125,0.0048721,0.0231922
7770,92,90.125,0.00488673,0.0232422
7775,91.975,90.2,0.00493281,0.0230914
7780,92.1667,90,0.00529721,0.0232574
7785,91.9083,90.05,0.0050273,0.0233416
7790,91.975,90.125,0.00494689,0.0231331
7795,92.0333,90.175,0.00486721,0.0231283
7800,91.9083,90.15,0.00485592,0.0232105
7805,91.9667,89.825,0.00537745,0.0233572
7810,92.0833,89.925,0.00529517,0.0238094
7815,91.9917,90.175,0.00486835,0.0233033
7820,91.9917,90.175,0.00484628,0.0233209
7825,91.9417,90.125,0.00489258,0.0233048
7830,91.975,90.15,0.00482745,0.0233629
7835,92.0083,90.05,0.00481853,0.0233464
7840,92.0167,90.1,0.00487903,0.0233182
7845,92.0417,90.1,0.00482167,0.0233209
7850,92.0917,90.375,0.00520479,0.023119
7855,92.0917,90.2,0.00510249,0.0231026
7860,91.8917,90.125,0.00574333,0.0232562
7865,92.15,89.975,0.00551206,0.0229507
7870,92,90.1,0.00492331,0.0232672
7875,92.1833,89.975,0.00547576,0.0234424
7880,92.05,90.225,0.00506547,0.0230322
7885,91.9917,90.125,0.00486528,0.0231844
7890,92.025,90.175,0.00489582,0.023245
7895,91.8667,90.1,0.00560429,0.0229872
7900,92.025,90.175,0.00484064,0.0233198
7905,92.1,90.1,0.00523861,0.0234063
7910,92.0833,89.95,0.00525929,0.0229543
7915,92.175,90.025,0.0049152,0.0234575
7920,92,90.2,0.00483186,0.0233624
7925,92.0917,90.175,0.00488124,0.0233769
7930,91.7667,90.175,0.00545739,0.0233134
7935,92.0417,89.925,0.00515176,0.0233703
7940,92.1333,89.975,0.0049517,0.0232025
7945,92.05,89.975,0.00487712,0.0232129
7950,92.1667,90.05,0.00514202,0.0233343
7955,92.1333,90.075,0.00482453,0.0233965
7960,92.1083,90.075,0.00481519,0.0234017
7965,92.1917,90.075,0.00543737,0.0234284
7970,92.0833,90.25,0.00495815,0.023391
7975,92.0833,90.075,0.00483693,0.0235187
7980,92.0917,89.875,0.00481925,0.0234869
7985,92.0417,90.05,0.00480418,0.0235435
7990,91.9667,90.1,0.00496957,0.0235532
7995,92.0917,90.15,0.00479149,0.0235234
8000,92.025,90.1,0.00479339,0.0235185
8005,92.0917,89.975,0.00566608,0.0232166
8010,92.2333,90.15,0.00527385,0.0235214
8015,92.0833,90.325,0.00526478,0.0233898
8020,92.1167,90.325,0.00512218,0.0233687
8025,92.2417,89.925,0.00558446,0.0233181
8030,92.0583,90.175,0.00491716,0.0233909
8035,92.0417,90.075,0.00542865,0.0235848
8040,92.1417,90.125,0.00538054,0.0233365
8045,92.2,90.225,0.00488772,0.0233643
8050,92.125,90,0.0049688,0.0233923
8055,92.1417,90.175,0.0048194,0.0233651
8060,92.1583,90.2,0.00480665,0.0234069
8065,92.1167,90.2,0.00479569,0.0234237
8070,92.15,90.2,0.00479168,0.0234354
8075,92.0417,90.2,0.00478698,0.0234441
8080,92.1417,90.2,0.00477846,0.0234592
8085,92.1,90.175,0.00477701,0.0234642
8090,92.1,90.2,0.00477003,0.0234745
8095,92.075,90.15,0.00476814,0.0234819
8100,92.0583,90.175,0.00476329,0.0234978
8105,92.0917,90.15,0.00475946,0.0235055
8110,92.0667,90.15,0.00475863,0.0235139
8115,92.0583,90.15,0.0047545,0.0235242
8120,92.0417,90.15,0.00475129,0.0235339
8125,92.0083,90.125,0.0047479,0.0235411
8130,92.0333,90.125,0.00474503,0.0235465
8135,92.025,90.15,0.00474255,0.0235503
8140,92.0083,90.125,0.00474038,0.0235529
8145,91.9583,90.125,0.00473842,0.0235547
8150,91.9583,90.15,0.0047366,0.023556
8155,91.9583,90.15,0.00473491,0.0235569
8160,91.9583,90.15,0.00473331,0.0235575
8165,91.9417,90.15,0.00473182,0.023558
8170,91.95,90.125,0.00473039,0.0235584
8175,91.9333,90.125,0.00472903,0.0235588
8180,91.9333,90.125,0.00472773,0.0235592
8185,91.9417,90.125,0.00472646,0.0235598
8190,91.95,90.15,0.00472523,0.0235604
8195,91.925,90.15,0.00472403,0.0235612
8200,91.9417,90.15,0.00472286,0.0235622
8205,91.9083,90.15,0.0047217,0.0235634
8210,91.8917,90.125,0.00472057,0.0235648
8215,91.9,90.125,0.00471945,0.0235663
8220,91.9,90.125,0.00471835,0.0235681
8225,91.9,90.1,0.00471725,0.02357
8230,91.95,90.1,0.00471618,0.023572
8235,91.9417,90.1,0.00471511,0.0235743
8240,91.9333,90.1,0.00471405,0.0235766
8245,91.9333,90.075,0.004713,0.0235791
8250,91.9333,90.075,0.00471196,0.0235817
8255,91.925,90.075,0.00471094,0.0235844
8260,91.9417,90.075,0.00470992,0.0235872
8265,91.9417,90.05,0.0047089,0.0235901
8270,91.95,90.05,0.0047079,0.0235931
8275,91.9417,90.05,0.0047069,0.0235961
8280,91.9333,90.05,0.00470592,0.0235992
8285,91.95,90.05,0.00470494,0.0236024
8290,91.9833,90.025,0.00470396,0.0236056
8295,91.9917,90.05,0.004703,0.0236089
8300,91.9833,90.025,0.00470204,0.0236122
8305,92,90,0.00470109,0.0236156
8310,92.0167,89.95,0.00470015,0.023619
8315,92.0167,89.95,0.00469922,0.0236224
8320,92.0167,89.95,0.00469829,0.0236259
8325,92.0167,90,0.00469737,0.0236294
8330,92.025,90,0.00469645,0.0236329
8335,92.0333,90,0.00469554,0.0236364
8340,92.0333,89.975,0.00469463,0.02364
8345,92.0333,89.975,0.00469373,0.0236435
8350,92.0417,89.975,0.00469283,0.0236471
8355,92.025,89.975,0.00469194,0.0236507
8360,92.025,89.975,0.00469105,0.0236543
8365,92.025,89.975,0.00469016,0.023658
8370,92.0167,89.975,0.00468927,0.0236616
8375,92.025,89.975,0.00468839,0.0236653
8380,92.025,89.975,0.0046875,0.0236689
8385,92.0333,89.975,0.00468662,0.0236726
8390,92.05,89.975,0.00468574,0.0236763
8395,92.0583,89.975,0.00468486,0.0236799
8400,92.0667,89.975,0.00468398,0.0236836
8405,92.075,89.95,0.0046831,0.0236873
8410,92.0833,89.95,0.00468222,0.0236909
8415,92.1,89.95,0.00468134,0.0236946
8420,92.0917,89.95,0.00468046,0.0236983
8425,92.0917,89.95,0.00467958,0.023702
8430,92.0917,89.95,0.0046787,0.0237056
8435,92.0917,89.95,0.00467782,0.0237093
8440,92.0917,89.925,0.00467693,0.023713
8445,92.0833,89.925,0.00467605,0.0237166
8450,92.075,89.925,0.00467517,0.0237203
8455,92.075,89.95,0.00467429,0.0237239
8460,92.0833,89.95,0.00467341,0.0237276
8465,92.0833,89.975,0.00467253,0.0237312
8470,92.0833,89.975,0.00467165,0.0237349
8475,92.0917,89.975,0.00467077,0.0237385
8480,92.0833,89.975,0.00466989,0.0237421
8485,92.075,89.975,0.00466901,0.0237457
8490,92.05,89.975,0.00466814,0.0237493
8495,92.05,89.975,0.00466726,0.0237529
8500,92.0417,89.975,0.00466638,0.0237564
8505,92.0333,90,0.00466551,0.02376
8510,92.0417,90,0.00466464,0.0237636
8515,92.025,90,0.00466376,0.0237671
8520,92.025,90,0.00466289,0.0237706
8525,92.0333,90.025,0.00466202,0.0237741
8530,92.0333,90.025,0.00466115,0.0237776
8535,92.025,90.05,0.00466029,0.0237811
8540,92.0333,90.05,0.00465942,0.0237845
8545,92.0333,90.05,0.00465856,0.0237879
8550,92,90.05,0.00465769,0.0237914
8555,92,90.025,0.00465683,0.0237947
8560,92.0083,90.025,0.00465597,0.0237981
8565,92,90.025,0.00465511,0.0238014
8570,92,90.05,0.00465426,0.0238048
8575,92.0083,90.05,0.0046534,0.0238081
8580,92.0167,90.05,0.00465255,0.0238113
8585,92.0167,90.05,0.00465169,0.0238145
8590,92.025,90.05,0.00465084,0.0238178
8595,92,90.075,0.00464999,0.0238209
8600,92.0083,90.075,0.00464914,0.0238241
8605,92.0167,90.075,0.00464829,0.0238272
8610,92.025,90.075,0.00464744,0.0238303
8615,92.0333,90.075,0.0046466,0.0238333
8620,92.0333,90.075,0.00464575,0.0238363
8625,92.0417,90.075,0.0046449,0.0238393
8630,92.0583,90.075,0.00464406,0.0238422
8635,92.0667,90.075,0.00464321,0.0238452
8640,92.075,90.075,0.00464237,0.023848
8645,92.0917,90.075,0.00464153,0.0238509
8650,92.0667,90.075,0.00464068,0.0238537
8655,92.0667,90.075,0.00463984,0.0238565
8660,92.0667,90.075,0.00463899,0.0238592
8665,92.0583,90.075,0.00463815,0.0238619
8670,92.0667,90.075,0.00463731,0.0238646
8675,92.0583,90.075,0.00463646,0.0238673
8680,92.0417,90.075,0.00463562,0.0238699
8685,92.0417,90.075,0.00463478,0.0238725
8690,92.0333,90.075,0.00463393,0.023875
8695,92.0333,90.075,0.00463309,0.0238776
8700,92.0333,90.1,0.00463225,0.0238801
8705,92.025,90.1,0.0046314,0.0238826
8710,92.0333,90.1,0.00463056,0.023885
8715,92.0167,90.075,0.00462971,0.0238875
8720,92,90.075,0.00462887,0.0238899
8725,92.0083,90.075,0.00462802,0.0238923
8730,92,90.075,0.00462718,0.0238946
8735,92,90.075,0.00462633,0.0238969
8740,91.9833,90.075,0.00462548,0.0238992
8745,91.9833,90.075,0.00462463,0.0239015
8750,91.9917,90.075,0.00462378,0.0239038
8755,91.9917,90.1,0.00462293,0.023906
8760,92,90.1,0.00462208,0.0239082
8765,91.9917,90.1,0.00462123,0.0239103
8770,91.9917,90.1,0.00462038,0.0239125
8775,91.975,90.075,0.00461952,0.0239146
8780,91.9917,90.075,0.00461866,0.0239166
8785,91.9833,90.05,0.00461781,0.0239187
8790,91.9833,90.075,0.00461695,0.0239207
8795,91.9917,90.075,0.00461608,0.0239227
8800,92,90.075,0.00461522,0.0239246
8805,92,90.075,0.00461436,0.0239265
8810,92,90.075,0.00461349,0.0239284
8815,91.9917,90.05,0.00461263,0.0239302
8820,91.9667,90.05,0.00461176,0.023932
8825,91.9667,90.05,0.00461089,0.0239338
8830,91.9667,90.05,0.00461002,0.0239356
8835,91.975,90.05,0.00460915,0.0239373
8840,91.9667,90.05,0.00460827,0.0239389
8845,91.95,90.025,0.0046074,0.0239405
8850,91.9583,90.025,0.00460652,0.0239421
8855,91.9667,90.025,0.00460565,0.0239437
8860,91.9833,90.05,0.00460477,0.0239452
8865,91.975,90.05,0.00460389,0.0239467
8870,91.9833,90.05,0.00460301,0.0239481
8875,91.9833,90.075,0.00460213,0.0239495
8880,91.9833,90.075,0.00460125,0.0239508
8885,91.9833,90.075,0.00460037,0.0239522
8890,91.9833,90.075,0.00459948,0.0239534
8895,91.9667,90.075,0.0045986,0.0239547
8900,91.95,90.075,0.00459771,0.0239559
8905,91.95,90.075,0.00459682,0.023957
8910,91.95,90.1,0.00459594,0.0239581
8915,91.9417,90.1,0.00459505,0.0239592
8920,91.9417,90.1,0.00459415,0.0239602
8925,91.95,90.1,0.00459326,0.0239612
8930,91.9667,90.075,0.00459237,0.0239621
8935,91.9667,90.075,0.00459147,0.023963
