Epoch,Training Set Accuracy, Generalization Set Accuracy,Training Set MSE, Generalization Set MSE
11905,92.7833,90.325,0.00426218,0.0235567
11910,92.7833,90.325,0.00426183,0.0235562
11915,92.7833,90.325,0.00426148,0.0235557
11920,92.775,90.325,0.00426113,0.0235552
11925,92.7667,90.325,0.00426078,0.0235547
11930,92.7667,90.325,0.00426043,0.0235542
11935,92.7417,90.325,0.00426008,0.0235537
11940,92.7417,90.325,0.00425973,0.0235532
11945,92.7417,90.325,0.00425939,0.0235526
11950,92.7417,90.325,0.00425904,0.0235521
11955,92.7417,90.35,0.00425869,0.0235515
11960,92.7417,90.35,0.00425835,0.023551
11965,92.7333,90.375,0.004258,0.0235504
11970,92.7417,90.375,0.00425766,0.0235499
11975,92.7333,90.4,0.00425731,0.0235493
11980,92.725,90.4,0.00425696,0.0235487
11985,92.725,90.4,0.00425661,0.0235482
11990,92.7083,90.4,0.00425626,0.0235476
11995,92.7083,90.4,0.00425591,0.023547
12000,92.7083,90.4,0.00425555,0.0235464
12005,92.7,90.4,0.0042552,0.0235458
12010,92.7,90.375,0.00425484,0.0235451
12015,92.7,90.375,0.00425448,0.0235445
12020,92.7083,90.375,0.00425412,0.0235439
12025,92.6833,90.375,0.00425375,0.0235432
12030,92.6667,90.375,0.00425338,0.0235426
12035,92.6667,90.375,0.00425301,0.0235419
12040,92.6667,90.375,0.00425264,0.0235412
12045,92.6667,90.375,0.00425226,0.0235406
12050,92.675,90.375,0.00425188,0.0235399
12055,92.675,90.375,0.00425149,0.0235392
12060,92.6667,90.375,0.00425111,0.0235385
12065,92.6667,90.375,0.00425071,0.0235378
12070,92.6667,90.375,0.00425032,0.023537
12075,92.6667,90.375,0.00424992,0.0235363
12080,92.6583,90.375,0.00424952,0.0235355
12085,92.6583,90.375,0.00424911,0.0235348
12090,92.6583,90.35,0.0042487,0.023534
12095,92.65,90.35,0.00424828,0.0235333
12100,92.65,90.35,0.00424786,0.0235325
12105,92.6583,90.375,0.00424744,0.0235317
12110,92.6583,90.375,0.00424702,0.0235309
12115,92.6583,90.35,0.00424659,0.0235302
12120,92.6583,90.35,0.00424615,0.0235294
12125,92.6583,90.375,0.00424572,0.0235286
12130,92.65,90.375,0.00424528,0.0235278
12135,92.6667,90.375,0.00424484,0.023527
12140,92.675,90.375,0.00424439,0.0235263
12145,92.6833,90.375,0.00424394,0.0235255
12150,92.6917,90.375,0.00424349,0.0235247
12155,92.6917,90.375,0.00424304,0.023524
12160,92.6917,90.375,0.00424259,0.0235232
12165,92.6917,90.375,0.00424213,0.0235225
12170,92.6917,90.375,0.00424167,0.0235218
12175,92.6833,90.375,0.00424121,0.0235211
12180,92.6833,90.3,0.00424075,0.0235204
12185,92.6833,90.3,0.00424028,0.0235197
12190,92.6833,90.3,0.00423982,0.0235191
12195,92.675,90.3,0.00423935,0.0235184
12200,92.6833,90.3,0.00423888,0.0235178
12205,92.6833,90.3,0.00423842,0.0235172
12210,92.6833,90.3,0.00423795,0.0235167
12215,92.7,90.3,0.00423748,0.0235162
12220,92.7083,90.3,0.00423701,0.0235156
12225,92.7,90.275,0.00423654,0.0235152
12230,92.7,90.275,0.00423607,0.0235147
12235,92.6833,90.275,0.0042356,0.0235143
12240,92.6917,90.275,0.00423513,0.0235139
12245,92.6917,90.275,0.00423467,0.0235136
12250,92.6833,90.275,0.0042342,0.0235133
12255,92.6833,90.275,0.00423373,0.023513
12260,92.6833,90.275,0.00423326,0.0235127
12265,92.6917,90.275,0.0042328,0.0235125
12270,92.6917,90.275,0.00423233,0.0235123
12275,92.6917,90.275,0.00423187,0.0235122
12280,92.6833,90.275,0.00423141,0.0235121
12285,92.6833,90.25,0.00423095,0.023512
12290,92.6917,90.25,0.00423049,0.023512
12295,92.6917,90.25,0.00423003,0.023512
12300,92.6833,90.25,0.00422957,0.023512
12305,92.675,90.25,0.00422912,0.0235121
12310,92.675,90.25,0.00422866,0.0235122
12315,92.675,90.25,0.00422821,0.0235124
12320,92.675,90.25,0.00422776,0.0235126
12325,92.6833,90.25,0.00422731,0.0235128
12330,92.6917,90.25,0.00422687,0.0235131
12335,92.7,90.25,0.00422642,0.0235134
12340,92.7,90.25,0.00422598,0.0235137
12345,92.7,90.25,0.00422554,0.0235141
12350,92.7,90.25,0.0042251,0.0235145
12355,92.7,90.25,0.00422467,0.023515
12360,92.7083,90.25,0.00422424,0.0235155
12365,92.7167,90.225,0.00422381,0.023516
12370,92.7167,90.225,0.00422338,0.0235166
12375,92.725,90.225,0.00422296,0.0235172
12380,92.725,90.225,0.00422253,0.0235179
12385,92.725,90.225,0.00422212,0.0235186
12390,92.725,90.225,0.0042217,0.0235193
12395,92.7167,90.225,0.00422129,0.0235201
12400,92.7167,90.225,0.00422088,0.0235209
12405,92.725,90.225,0.00422047,0.0235217
12410,92.7333,90.2,0.00422007,0.0235226
12415,92.7333,90.2,0.00421967,0.0235236
12420,92.7333,90.2,0.00421927,0.0235245
12425,92.75,90.175,0.00421888,0.0235255
12430,92.75,90.175,0.00421849,0.0235266
12435,92.75,90.2,0.0042181,0.0235277
12440,92.7583,90.15,0.00421771,0.0235288
12445,92.7583,90.175,0.00421733,0.02353
12450,92.7583,90.175,0.00421695,0.0235312
12455,92.7583,90.175,0.00421658,0.0235324
12460,92.7667,90.175,0.0042162,0.0235337
12465,92.775,90.175,0.00421583,0.023535
12470,92.7667,90.175,0.00421547,0.0235364
12475,92.775,90.175,0.0042151,0.0235377
12480,92.775,90.175,0.00421473,0.0235391
12485,92.775,90.175,0.00421437,0.0235406
12490,92.775,90.175,0.00421401,0.023542
12495,92.7667,90.175,0.00421364,0.0235435
12500,92.7583,90.2,0.00421328,0.0235449
12505,92.7417,90.2,0.00421292,0.0235464
12510,92.75,90.2,0.00421255,0.0235479
12515,92.7583,90.2,0.00421218,0.0235493
12520,92.7583,90.2,0.00421181,0.0235508
12525,92.75,90.2,0.00421144,0.0235522
12530,92.7583,90.2,0.00421106,0.0235536
12535,92.75,90.2,0.00421068,0.0235549
12540,92.75,90.2,0.0042103,0.0235563
12545,92.75,90.2,0.00420991,0.0235576
12550,92.75,90.2,0.00420952,0.0235588
12555,92.75,90.2,0.00420913,0.02356
12560,92.7333,90.2,0.00420873,0.0235611
12565,92.725,90.2,0.00420832,0.0235622
12570,92.725,90.2,0.00420791,0.0235632
12575,92.7333,90.2,0.0042075,0.0235642
12580,92.7333,90.225,0.00420708,0.0235651
12585,92.7333,90.225,0.00420666,0.023566
12590,92.7333,90.225,0.00420623,0.0235668
12595,92.7417,90.225,0.0042058,0.0235676
12600,92.7417,90.225,0.00420536,0.0235683
12605,92.7333,90.225,0.00420492,0.023569
12610,92.7417,90.225,0.00420448,0.0235697
12615,92.75,90.225,0.00420403,0.0235703
12620,92.7417,90.225,0.00420358,0.0235709
12625,92.75,90.225,0.00420313,0.0235714
12630,92.75,90.225,0.00420268,0.0235719
12635,92.75,90.225,0.00420222,0.0235724
12640,92.75,90.225,0.00420176,0.0235729
12645,92.75,90.225,0.0042013,0.0235734
12650,92.7417,90.25,0.00420084,0.0235738
12655,92.7417,90.25,0.00420038,0.0235743
12660,92.7417,90.275,0.00419992,0.0235747
12665,92.75,90.275,0.00419946,0.0235751
12670,92.75,90.275,0.00419899,0.0235755
12675,92.75,90.275,0.00419853,0.0235759
12680,92.7583,90.275,0.00419807,0.0235763
12685,92.75,90.275,0.0041976,0.0235768
12690,92.75,90.275,0.00419714,0.0235772
12695,92.7583,90.275,0.00419668,0.0235776
12700,92.7583,90.275,0.00419622,0.023578
12705,92.7583,90.25,0.00419577,0.0235784
12710,92.7583,90.25,0.00419531,0.0235789
12715,92.7667,90.25,0.00419486,0.0235793
12720,92.7667,90.25,0.0041944,0.0235798
12725,92.775,90.275,0.00419395,0.0235802
12730,92.7833,90.25,0.0041935,0.0235807
12735,92.8083,90.25,0.00419305,0.0235811
12740,92.8167,90.275,0.00419261,0.0235816
12745,92.8083,90.275,0.00419216,0.0235821
12750,92.8083,90.275,0.00419172,0.0235826
12755,92.8083,90.25,0.00419128,0.0235831
12760,92.8083,90.225,0.00419084,0.0235836
12765,92.8167,90.275,0.0041904,0.0235842
12770,92.8167,90.3,0.00418997,0.0235847
12775,92.825,90.3,0.00418954,0.0235852
12780,92.825,90.325,0.00418911,0.0235858
12785,92.8333,90.3,0.00418868,0.0235864
12790,92.8417,90.3,0.00418825,0.0235869
12795,92.85,90.3,0.00418783,0.0235875
12800,92.85,90.3,0.0041874,0.0235881
12805,92.85,90.3,0.00418698,0.0235887
12810,92.85,90.3,0.00418656,0.0235893
12815,92.8667,90.3,0.00418615,0.0235899
12820,92.8667,90.3,0.00418573,0.0235905
12825,92.8583,90.3,0.00418532,0.0235912
12830,92.8583,90.3,0.00418491,0.0235918
12835,92.85,90.3,0.0041845,0.0235924
12840,92.8583,90.3,0.00418409,0.0235931
12845,92.8583,90.3,0.00418369,0.0235937
12850,92.875,90.3,0.00418328,0.0235944
12855,92.875,90.325,0.00418288,0.0235951
12860,92.8667,90.325,0.00418248,0.0235957
12865,92.875,90.35,0.00418209,0.0235964
12870,92.8833,90.35,0.00418169,0.0235971
12875,92.8917,90.35,0.0041813,0.0235978
12880,92.8917,90.35,0.00418091,0.0235985
12885,92.9,90.35,0.00418052,0.0235991
12890,92.9,90.35,0.00418013,0.0235998
12895,92.9167,90.35,0.00417974,0.0236005
12900,92.9167,90.35,0.00417936,0.0236012
12905,92.925,90.35,0.00417897,0.0236019
12910,92.925,90.375,0.00417859,0.0236026
12915,92.925,90.375,0.00417822,0.0236034
12920,92.925,90.375,0.00417784,0.0236041
12925,92.9333,90.375,0.00417746,0.0236048
12930,92.9333,90.375,0.00417709,0.0236055
12935,92.9417,90.4,0.00417672,0.0236062
12940,92.9417,90.4,0.00417635,0.0236069
12945,92.9333,90.4,0.00417598,0.0236076
12950,92.9167,90.4,0.00417562,0.0236083
12955,92.925,90.4,0.00417525,0.0236091
12960,92.925,90.4,0.00417489,0.0236098
12965,92.925,90.4,0.00417453,0.0236105
12970,92.925,90.4,0.00417417,0.0236112
12975,92.925,90.4,0.00417382,0.0236119
12980,92.925,90.4,0.00417346,0.0236126
12985,92.9333,90.4,0.00417311,0.0236133
12990,92.9333,90.4,0.00417276,0.023614
12995,92.9333,90.4,0.00417241,0.0236147
13000,92.9333,90.4,0.00417206,0.0236154
13005,92.9417,90.4,0.00417172,0.0236161
13010,92.95,90.4,0.00417137,0.0236168
13015,92.95,90.4,0.00417103,0.0236174
13020,92.95,90.4,0.00417069,0.0236181
13025,92.9417,90.375,0.00417035,0.0236188
13030,92.9417,90.375,0.00417001,0.0236194
13035,92.9417,90.375,0.00416968,0.0236201
13040,92.9417,90.375,0.00416935,0.0236207
13045,92.9333,90.35,0.00416901,0.0236214
13050,92.9167,90.35,0.00416868,0.023622
13055,92.9167,90.35,0.00416836,0.0236226
13060,92.9167,90.35,0.00416803,0.0236233
13065,92.9,90.35,0.00416771,0.0236239
13070,92.9,90.35,0.00416738,0.0236245
13075,92.9,90.35,0.00416706,0.023625
13080,92.9,90.35,0.00416674,0.0236256
13085,92.9,90.35,0.00416642,0.0236262
13090,92.9167,90.35,0.00416611,0.0236267
13095,92.9167,90.35,0.00416579,0.0236273
13100,92.925,90.35,0.00416548,0.0236278
13105,92.9167,90.35,0.00416517,0.0236283
13110,92.9167,90.35,0.00416486,0.0236288
13115,92.9167,90.35,0.00416455,0.0236292
13120,92.925,90.375,0.00416424,0.0236297
13125,92.925,90.375,0.00416394,0.0236301
13130,92.9167,90.375,0.00416364,0.0236305
13135,92.9167,90.375,0.00416333,0.0236309
13140,92.9167,90.375,0.00416303,0.0236313
13145,92.9167,90.375,0.00416274,0.0236317
13150,92.9083,90.375,0.00416244,0.023632
13155,92.9083,90.375,0.00416214,0.0236323
13160,92.925,90.375,0.00416185,0.0236326
13165,92.925,90.375,0.00416156,0.0236328
13170,92.925,90.375,0.00416127,0.023633
13175,92.9417,90.375,0.00416098,0.0236332
13180,92.9333,90.375,0.00416069,0.0236334
13185,92.9333,90.375,0.00416041,0.0236335
13190,92.9333,90.375,0.00416012,0.0236336
13195,92.9333,90.375,0.00415984,0.0236336
13200,92.9417,90.375,0.00415956,0.0236336
13205,92.9417,90.375,0.00415928,0.0236335
13210,92.9417,90.375,0.004159,0.0236335
13215,92.9417,90.375,0.00415873,0.0236333
13220,92.9417,90.375,0.00415845,0.0236331
13225,92.95,90.375,0.00415818,0.0236329
13230,92.95,90.4,0.00415791,0.0236326
13235,92.95,90.4,0.00415764,0.0236322
13240,92.95,90.4,0.00415737,0.0236318
13245,92.975,90.4,0.00415711,0.0236314
13250,92.9583,90.4,0.00415684,0.0236308
13255,92.9583,90.425,0.00415658,0.0236302
13260,92.9417,90.425,0.00415632,0.0236296
13265,92.9333,90.425,0.00415606,0.0236289
13270,92.9333,90.425,0.0041558,0.0236281
13275,92.9333,90.425,0.00415555,0.0236272
13280,92.9583,90.425,0.00415529,0.0236263
13285,92.9667,90.425,0.00415504,0.0236253
13290,92.9833,90.425,0.00415479,0.0236243
13295,92.9833,90.4,0.00415455,0.0236232
13300,92.9917,90.4,0.0041543,0.023622
13305,92.9833,90.4,0.00415406,0.0236208
13310,92.975,90.4,0.00415381,0.0236195
13315,92.975,90.425,0.00415358,0.0236182
13320,92.975,90.425,0.00415334,0.0236168
13325,92.975,90.4,0.0041531,0.0236154
13330,92.9667,90.4,0.00415287,0.023614
13335,92.95,90.4,0.00415264,0.0236125
13340,92.95,90.4,0.00415241,0.023611
13345,92.95,90.4,0.00415218,0.0236095
13350,92.9417,90.4,0.00415196,0.023608
13355,92.9583,90.4,0.00415174,0.0236066
13360,92.95,90.4,0.00415152,0.0236051
13365,92.95,90.4,0.0041513,0.0236036
13370,92.95,90.4,0.00415108,0.0236022
13375,92.95,90.4,0.00415087,0.0236008
13380,92.9417,90.4,0.00415066,0.0235994
13385,92.9417,90.4,0.00415045,0.0235981
13390,92.95,90.4,0.00415024,0.0235968
13395,92.95,90.4,0.00415004,0.0235956
13400,92.95,90.4,0.00414983,0.0235945
13405,92.9417,90.4,0.00414963,0.0235934
13410,92.95,90.375,0.00414943,0.0235924
13415,92.9583,90.375,0.00414924,0.0235914
13420,92.9417,90.4,0.00414904,0.0235905
13425,92.9417,90.4,0.00414885,0.0235897
13430,92.9333,90.4,0.00414866,0.0235889
13435,92.9333,90.4,0.00414847,0.0235882
13440,92.9333,90.4,0.00414828,0.0235876
13445,92.9333,90.4,0.00414809,0.023587
13450,92.9417,90.4,0.00414791,0.0235865
13455,92.9417,90.4,0.00414772,0.023586
13460,92.9417,90.4,0.00414754,0.0235856
13465,92.95,90.4,0.00414736,0.0235853
13470,92.95,90.4,0.00414718,0.023585
13475,92.9417,90.4,0.00414701,0.0235848
13480,92.9417,90.4,0.00414683,0.0235846
13485,92.9333,90.4,0.00414666,0.0235844
13490,92.9333,90.4,0.00414648,0.0235843
13495,92.9167,90.4,0.00414631,0.0235843
13500,92.9167,90.4,0.00414614,0.0235842
13505,92.9167,90.4,0.00414598,0.0235843
13510,92.9167,90.425,0.00414581,0.0235843
13515,92.9167,90.425,0.00414565,0.0235844
13520,92.9167,90.425,0.00414548,0.0235845
13525,92.9083,90.425,0.00414532,0.0235846
13530,92.9,90.425,0.00414516,0.0235847
13535,92.9,90.425,0.004145,0.0235849
13540,92.9,90.425,0.00414484,0.0235851
13545,92.9,90.425,0.00414469,0.0235853
13550,92.8917,90.425,0.00414453,0.0235856
13555,92.8917,90.425,0.00414438,0.0235858
13560,92.9083,90.425,0.00414422,0.0235861
13565,92.9083,90.425,0.00414407,0.0235864
13570,92.9083,90.425,0.00414392,0.0235867
13575,92.9083,90.425,0.00414377,0.023587
13580,92.9083,90.425,0.00414362,0.0235873
13585,92.9167,90.425,0.00414347,0.0235876
13590,92.9167,90.425,0.00414332,0.023588
13595,92.925,90.475,0.00414317,0.0235883
13600,92.925,90.475,0.00414302,0.0235886
13605,92.9167,90.475,0.00414287,0.023589
13610,92.925,90.475,0.00414272,0.0235893
13615,92.9333,90.475,0.00414257,0.0235897
13620,92.9333,90.45,0.00414242,0.0235901
13625,92.9417,90.45,0.00414227,0.0235904
13630,92.9417,90.45,0.00414212,0.0235908
13635,92.9417,90.45,0.00414197,0.0235911
13640,92.9417,90.45,0.00414181,0.0235915
13645,92.95,90.45,0.00414166,0.0235918
13650,92.95,90.45,0.00414151,0.0235921
13655,92.9417,90.45,0.00414135,0.0235925
13660,92.9333,90.45,0.0041412,0.0235928
13665,92.9333,90.45,0.00414104,0.0235931
13670,92.9333,90.45,0.00414089,0.0235934
13675,92.9333,90.45,0.00414073,0.0235937
13680,92.9333,90.45,0.00414057,0.023594
13685,92.925,90.45,0.00414041,0.0235943
13690,92.9167,90.45,0.00414024,0.0235946
13695,92.9083,90.45,0.00414008,0.0235948
13700,92.9083,90.45,0.00413992,0.0235951
13705,92.9083,90.45,0.00413975,0.0235953
13710,92.9083,90.45,0.00413958,0.0235956
13715,92.9083,90.45,0.00413941,0.0235958
13720,92.9,90.45,0.00413924,0.023596
13725,92.8917,90.45,0.00413907,0.0235962
13730,92.8917,90.45,0.0041389,0.0235964
13735,92.8917,90.45,0.00413872,0.0235965
13740,92.9,90.45,0.00413854,0.0235967
13745,92.8917,90.45,0.00413836,0.0235969
13750,92.8833,90.45,0.00413818,0.023597
13755,92.875,90.45,0.004138,0.0235971
13760,92.875,90.45,0.00413782,0.0235972
13765,92.8917,90.475,0.00413763,0.0235973
13770,92.9,90.475,0.00413745,0.0235974
13775,92.8917,90.45,0.00413726,0.0235975
13780,92.8917,90.45,0.00413707,0.0235976
13785,92.8917,90.45,0.00413688,0.0235976
13790,92.8833,90.45,0.00413669,0.0235977
13795,92.8833,90.475,0.00413649,0.0235977
13800,92.8833,90.425,0.0041363,0.0235977
13805,92.8833,90.4,0.0041361,0.0235977
13810,92.875,90.4,0.0041359,0.0235977
13815,92.875,90.375,0.0041357,0.0235977
13820,92.8833,90.375,0.0041355,0.0235977
13825,92.8833,90.375,0.0041353,0.0235977
13830,92.8833,90.4,0.0041351,0.0235977
13835,92.8833,90.4,0.00413489,0.0235977
13840,92.8917,90.4,0.00413468,0.0235976
13845,92.8917,90.4,0.00413448,0.0235976
13850,92.8833,90.4,0.00413427,0.0235976
13855,92.875,90.4,0.00413406,0.0235975
13860,92.875,90.4,0.00413385,0.0235975
13865,92.8667,90.4,0.00413364,0.0235974
13870,92.8667,90.4,0.00413343,0.0235973
13875,92.8667,90.4,0.00413321,0.0235973
13880,92.8667,90.4,0.004133,0.0235972
13885,92.8667,90.4,0.00413278,0.0235972
13890,92.8667,90.4,0.00413257,0.0235971
13895,92.8667,90.375,0.00413235,0.023597
13900,92.8667,90.375,0.00413213,0.0235969
13905,92.875,90.375,0.00413192,0.0235969
13910,92.875,90.35,0.0041317,0.0235968
13915,92.875,90.35,0.00413148,0.0235967
13920,92.875,90.35,0.00413126,0.0235967
13925,92.875,90.325,0.00413103,0.0235966
13930,92.8833,90.325,0.00413081,0.0235965
13935,92.8833,90.325,0.00413059,0.0235965
13940,92.8833,90.325,0.00413036,0.0235964
13945,92.8833,90.325,0.00413014,0.0235963
13950,92.8917,90.325,0.00412991,0.0235963
13955,92.8917,90.35,0.00412969,0.0235962
13960,92.8917,90.35,0.00412946,0.0235962
13965,92.8917,90.35,0.00412924,0.0235961
13970,92.8917,90.35,0.00412901,0.023596
13975,92.8917,90.35,0.00412878,0.023596
13980,92.8917,90.35,0.00412855,0.0235959
13985,92.8833,90.35,0.00412832,0.0235959
13990,92.875,90.35,0.00412809,0.0235959
13995,92.875,90.35,0.00412786,0.0235958
14000,92.875,90.35,0.00412763,0.0235958
14005,92.875,90.35,0.0041274,0.0235957
14010,92.875,90.35,0.00412717,0.0235957
14015,92.8917,90.35,0.00412693,0.0235957
14020,92.8833,90.35,0.0041267,0.0235957
14025,92.875,90.35,0.00412647,0.0235957
14030,92.9,90.35,0.00412623,0.0235956
14035,92.9,90.35,0.004126,0.0235956
14040,92.9083,90.35,0.00412577,0.0235956
14045,92.9083,90.35,0.00412553,0.0235956
14050,92.925,90.35,0.00412529,0.0235956
14055,92.925,90.35,0.00412506,0.0235956
14060,92.925,90.35,0.00412482,0.0235956
14065,92.9167,90.375,0.00412459,0.0235956
14070,92.9083,90.375,0.00412435,0.0235957
14075,92.9167,90.375,0.00412411,0.0235957
14080,92.9167,90.4,0.00412388,0.0235957
14085,92.9167,90.4,0.00412364,0.0235957
14090,92.9167,90.4,0.0041234,0.0235958
14095,92.9167,90.4,0.00412316,0.0235958
14100,92.9167,90.4,0.00412292,0.0235958
14105,92.9167,90.4,0.00412269,0.0235959
14110,92.9167,90.425,0.00412245,0.0235959
14115,92.9167,90.425,0.00412221,0.023596
14120,92.925,90.425,0.00412197,0.0235961
14125,92.9167,90.425,0.00412173,0.0235961
14130,92.9167,90.425,0.00412149,0.0235962
14135,92.9083,90.425,0.00412125,0.0235963
14140,92.9083,90.425,0.00412101,0.0235963
14145,92.9083,90.425,0.00412077,0.0235964
14150,92.9083,90.425,0.00412054,0.0235965
14155,92.9167,90.425,0.0041203,0.0235966
14160,92.9167,90.425,0.00412006,0.0235967
14165,92.9167,90.425,0.00411982,0.0235968
14170,92.9083,90.425,0.00411958,0.0235969
14175,92.8917,90.425,0.00411934,0.023597
14180,92.9,90.425,0.0041191,0.0235972
14185,92.9,90.425,0.00411886,0.0235973
14190,92.9083,90.425,0.00411862,0.0235974
14195,92.9083,90.425,0.00411838,0.0235975
14200,92.9083,90.425,0.00411814,0.0235977
14205,92.9167,90.425,0.0041179,0.0235978
14210,92.9167,90.45,0.00411766,0.023598
14215,92.9083,90.45,0.00411743,0.0235982
14220,92.9083,90.45,0.00411719,0.0235983
14225,92.9167,90.45,0.00411695,0.0235985
14230,92.925,90.45,0.00411671,0.0235987
14235,92.9167,90.45,0.00411647,0.0235989
14240,92.9167,90.45,0.00411624,0.0235991
14245,92.925,90.45,0.004116,0.0235992
14250,92.925,90.45,0.00411576,0.0235995
14255,92.9167,90.45,0.00411552,0.0235997
14260,92.9167,90.45,0.00411529,0.0235999
14265,92.925,90.45,0.00411505,0.0236001
14270,92.925,90.45,0.00411481,0.0236003
14275,92.925,90.45,0.00411458,0.0236006
14280,92.9333,90.45,0.00411434,0.0236008
14285,92.9333,90.425,0.00411411,0.0236011
14290,92.9333,90.425,0.00411387,0.0236013
14295,92.9333,90.425,0.00411363,0.0236016
14300,92.95,90.425,0.0041134,0.0236019
14305,92.9417,90.425,0.00411317,0.0236022
14310,92.9417,90.425,0.00411293,0.0236025
14315,92.95,90.425,0.0041127,0.0236028
14320,92.95,90.425,0.00411246,0.0236031
14325,92.95,90.425,0.00411223,0.0236034
14330,92.95,90.425,0.004112,0.0236037
14335,92.9583,90.425,0.00411177,0.023604
14340,92.975,90.425,0.00411154,0.0236044
14345,92.975,90.425,0.0041113,0.0236047
14350,92.975,90.425,0.00411107,0.0236051
14355,92.9667,90.425,0.00411084,0.0236054
14360,92.9667,90.425,0.00411061,0.0236058
14365,92.9667,90.425,0.00411038,0.0236062
14370,92.9667,90.425,0.00411015,0.0236066
14375,92.9667,90.45,0.00410992,0.023607
14380,92.9667,90.45,0.0041097,0.0236074
14385,92.9667,90.45,0.00410947,0.0236078
14390,92.975,90.475,0.00410924,0.0236082
14395,92.9833,90.45,0.00410901,0.0236086
14400,92.9833,90.45,0.00410879,0.0236091
14405,92.9833,90.45,0.00410856,0.0236095
14410,92.9833,90.45,0.00410833,0.02361
14415,92.9833,90.45,0.00410811,0.0236104
14420,92.9833,90.45,0.00410789,0.0236109
14425,92.9833,90.45,0.00410766,0.0236114
14430,92.9833,90.45,0.00410744,0.0236119
14435,92.9833,90.45,0.00410721,0.0236124
14440,92.9833,90.45,0.00410699,0.0236129
14445,92.9833,90.45,0.00410677,0.0236134
14450,92.9833,90.45,0.00410655,0.0236139
14455,92.9833,90.45,0.00410633,0.0236144
14460,92.9833,90.45,0.00410611,0.023615
14465,92.9833,90.45,0.00410589,0.0236155
14470,92.9917,90.45,0.00410567,0.0236161
14475,93,90.45,0.00410545,0.0236167
14480,93,90.45,0.00410523,0.0236172
14485,93,90.45,0.00410501,0.0236178
14490,93,90.45,0.00410479,0.0236184
14495,93.0083,90.45,0.00410458,0.023619
14500,93.0083,90.45,0.00410436,0.0236196
14505,93,90.45,0.00410414,0.0236202
14510,93,90.45,0.00410393,0.0236208
14515,93,90.45,0.00410371,0.0236215
14520,92.975,90.45,0.0041035,0.0236221
14525,92.975,90.45,0.00410329,0.0236227
14530,92.9833,90.45,0.00410307,0.0236234
14535,92.9833,90.45,0.00410286,0.0236241
14540,92.9917,90.475,0.00410265,0.0236247
14545,92.9833,90.475,0.00410244,0.0236254
14550,92.9833,90.475,0.00410222,0.0236261
14555,92.9833,90.475,0.00410201,0.0236268
14560,92.9833,90.475,0.0041018,0.0236275
14565,92.9917,90.475,0.00410159,0.0236282
14570,92.9917,90.475,0.00410139,0.0236289
14575,92.975,90.5,0.00410118,0.0236296
14580,92.9667,90.5,0.00410097,0.0236304
14585,92.9667,90.5,0.00410076,0.0236311
14590,92.975,90.475,0.00410056,0.0236318
14595,92.975,90.5,0.00410035,0.0236326
14600,92.9833,90.5,0.00410014,0.0236333
14605,92.9833,90.5,0.00409994,0.0236341
14610,92.975,90.5,0.00409973,0.0236349
14615,92.9667,90.5,0.00409953,0.0236357
14620,92.9583,90.5,0.00409932,0.0236364
14625,92.9667,90.5,0.00409912,0.0236372
14630,92.9667,90.5,0.00409892,0.023638
14635,92.9667,90.5,0.00409871,0.0236388
14640,92.9667,90.475,0.00409851,0.0236396
14645,92.9667,90.475,0.00409831,0.0236405
14650,92.9667,90.475,0.00409811,0.0236413
14655,92.9833,90.475,0.00409791,0.0236421
14660,92.9917,90.475,0.00409771,0.0236429
14665,92.9833,90.475,0.00409751,0.0236438
14670,92.9917,90.475,0.00409731,0.0236446
14675,92.9917,90.475,0.00409711,0.0236455
14680,92.9917,90.475,0.00409691,0.0236463
14685,92.9917,90.475,0.00409671,0.0236472
14690,92.9917,90.475,0.00409651,0.023648
14695,92.9917,90.475,0.00409632,0.0236489
14700,92.9917,90.475,0.00409612,0.0236498
14705,93,90.475,0.00409592,0.0236506
14710,93,90.475,0.00409572,0.0236515
14715,93,90.475,0.00409553,0.0236524
14720,93,90.45,0.00409533,0.0236533
14725,93,90.45,0.00409514,0.0236542
14730,93.0083,90.45,0.00409494,0.023655
14735,93.0083,90.45,0.00409474,0.0236559
14740,93.0083,90.45,0.00409455,0.0236568
14745,93.0083,90.45,0.00409435,0.0236577
14750,93,90.45,0.00409416,0.0236586
14755,93,90.45,0.00409397,0.0236595
14760,93.0083,90.45,0.00409377,0.0236604
14765,93.0083,90.45,0.00409358,0.0236613
14770,93.0167,90.45,0.00409338,0.0236622
14775,93.0167,90.45,0.00409319,0.0236631
14780,93.0167,90.45,0.004093,0.023664
14785,93.025,90.45,0.0040928,0.0236649
14790,93.025,90.45,0.00409261,0.0236658
14795,93.025,90.45,0.00409242,0.0236667
14800,93.0167,90.45,0.00409222,0.0236675
14805,93.0167,90.45,0.00409203,0.0236684
14810,93.0167,90.45,0.00409184,0.0236693
14815,93.0167,90.45,0.00409164,0.0236702
14820,93.0167,90.45,0.00409145,0.0236711
14825,93.025,90.45,0.00409126,0.023672
14830,93.025,90.45,0.00409107,0.0236728
14835,93.0167,90.45,0.00409087,0.0236737
14840,93.025,90.45,0.00409068,0.0236746
14845,93.025,90.45,0.00409049,0.0236755
14850,93.025,90.45,0.00409029,0.0236763
14855,93.0333,90.45,0.0040901,0.0236772
14860,93.05,90.45,0.00408991,0.023678
14865,93.05,90.45,0.00408972,0.0236789
